sequenceID,status,rci2Status,referenceContext,closeRelativeCoverage,sequenceQuality,geographicCoverage,perSpeciesDepth,taxonomicStability,candidateSpeciesInHitTable,claimScope
ADV100-013-close_sibling_ambiguity,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-014-close_sibling_ambiguity,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-015-close_sibling_ambiguity,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-016-close_sibling_ambiguity,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-017-close_sibling_ambiguity,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-018-close_sibling_ambiguity,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-019-close_sibling_ambiguity,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-020-close_sibling_ambiguity,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-021-weak_coverage_short_fragment,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-022-weak_coverage_short_fragment,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-023-weak_coverage_short_fragment,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-024-weak_coverage_short_fragment,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-025-weak_coverage_short_fragment,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-026-weak_coverage_short_fragment,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-027-weak_coverage_short_fragment,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-028-weak_coverage_short_fragment,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-029-weak_coverage_short_fragment,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-030-weak_coverage_short_fragment,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-031-no_match_novel_lineage,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,0,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-032-no_match_novel_lineage,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,0,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-033-no_match_novel_lineage,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,0,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-034-no_match_novel_lineage,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,0,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-035-no_match_novel_lineage,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,0,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-036-no_match_novel_lineage,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,0,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-037-no_match_novel_lineage,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,0,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-038-no_match_novel_lineage,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,0,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-039-no_match_novel_lineage,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,0,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-040-no_match_novel_lineage,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,0,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-041-metadata_blocked_taxonomy_safe,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-042-metadata_blocked_taxonomy_safe,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-043-metadata_blocked_taxonomy_safe,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-044-metadata_blocked_taxonomy_safe,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-045-metadata_blocked_taxonomy_safe,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-046-metadata_blocked_taxonomy_safe,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-047-metadata_blocked_taxonomy_safe,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-048-metadata_blocked_taxonomy_safe,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-049-metadata_blocked_taxonomy_safe,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-050-metadata_blocked_taxonomy_safe,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,1,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-051-assay_control_failure,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-052-assay_control_failure,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-053-assay_control_failure,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-054-assay_control_failure,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-055-assay_control_failure,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-056-assay_control_failure,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-057-assay_control_failure,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-058-assay_control_failure,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-059-assay_control_failure,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-060-assay_control_failure,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-061-wrong_taxonomy_name_conflict,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-062-wrong_taxonomy_name_conflict,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-063-wrong_taxonomy_name_conflict,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-064-wrong_taxonomy_name_conflict,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-065-wrong_taxonomy_name_conflict,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-066-wrong_taxonomy_name_conflict,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-067-wrong_taxonomy_name_conflict,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-068-wrong_taxonomy_name_conflict,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-069-wrong_taxonomy_name_conflict,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-070-wrong_taxonomy_name_conflict,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-071-genome_segment_non_barcode_marker,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-072-genome_segment_non_barcode_marker,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-073-genome_segment_non_barcode_marker,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-074-genome_segment_non_barcode_marker,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-075-genome_segment_non_barcode_marker,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-076-genome_segment_non_barcode_marker,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-077-genome_segment_non_barcode_marker,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-078-genome_segment_non_barcode_marker,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-079-genome_segment_non_barcode_marker,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-080-genome_segment_non_barcode_marker,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-081-negative_barcode_gap,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-082-negative_barcode_gap,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-083-negative_barcode_gap,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-084-negative_barcode_gap,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-085-negative_barcode_gap,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-086-negative_barcode_gap,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-087-negative_barcode_gap,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-088-negative_barcode_gap,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-089-negative_barcode_gap,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-090-negative_barcode_gap,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
ADV100-091-missing_diagnostic_kmer,reference_context_supplied,not_measured_without_external_reference_audit,COI Animals / BOLD public clustered reference,not_measured,checked_by_identity_coverage_and_length_gates,not_measured,not_measured,tracked_by_lineage_and_gbif_taxon_keys_when_supplied,2,bounded_to_supplied_reference_context_not_absolute_species_truth
