segmentID,sequenceID,segmentStart,segmentEnd,segmentLength,canonicalPolicy,segmentHash,sequenceMD5,rulesetVersion,coordinateStatus,provenanceHash
segment:ADV100-011-close_sibling_ambiguity:1-622,ADV100-011-close_sibling_ambiguity,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,58a1f75e1d89b8e8a39285e5307a048d8d1e20a5d22a3fe05bf8860a7a6aff67
segment:ADV100-012-close_sibling_ambiguity:1-622,ADV100-012-close_sibling_ambiguity,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,2107935e1f81c83bf79b6ac064703acf4644cf3420205a2f1837896e38cd5c7e
segment:ADV100-013-close_sibling_ambiguity:1-622,ADV100-013-close_sibling_ambiguity,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,328eb85da62e9998cfd40e2790c19b9e46ac24a7529e17d8a38d81c1597ba69b
segment:ADV100-014-close_sibling_ambiguity:1-622,ADV100-014-close_sibling_ambiguity,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,0247586afdeb4963223286ac2f2fb584b0e1b152d8beb53eca417efee8d6ca1c
segment:ADV100-015-close_sibling_ambiguity:1-622,ADV100-015-close_sibling_ambiguity,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,87654291c0a45eb084d2d7a1c1276203dfa720127baf263f2e3bf67eae2e0514
segment:ADV100-016-close_sibling_ambiguity:1-622,ADV100-016-close_sibling_ambiguity,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,7e4168b04a6bb45957e93858960549eb2f71aa54315b82b142bb7437a843f69d
segment:ADV100-017-close_sibling_ambiguity:1-622,ADV100-017-close_sibling_ambiguity,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,f30c7e843f1d75f492b972baf2f2f5d22f1c3c724eacc249dad52785dea496c1
segment:ADV100-018-close_sibling_ambiguity:1-622,ADV100-018-close_sibling_ambiguity,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,69464641132a25219afc0896286a4f957afc0ac735bdbfa3b35906c6903925e7
segment:ADV100-019-close_sibling_ambiguity:1-622,ADV100-019-close_sibling_ambiguity,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,7df675771ce49f93a1cd048c9f0633cc247a55d5daa9def263b61a9c4116f6fe
segment:ADV100-020-close_sibling_ambiguity:1-622,ADV100-020-close_sibling_ambiguity,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,8635bc6abc1e8b59f2b50b9886f36106154c2aaad9021bf34bac35d0b1eb09c5
segment:ADV100-021-weak_coverage_short_fragment:1-622,ADV100-021-weak_coverage_short_fragment,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,2fb0b2420ae83c3ef99db9b935188457675f9bf48733c0f4e75eedab650af333
segment:ADV100-022-weak_coverage_short_fragment:1-622,ADV100-022-weak_coverage_short_fragment,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,c8e4a01013c6669a8b8e435f79976f506f178b81223328718d1324a79bb73790
segment:ADV100-023-weak_coverage_short_fragment:1-622,ADV100-023-weak_coverage_short_fragment,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,3919784977f639d277774dabad3581df7c419b0ce5c58da408b79ec849d410fc
segment:ADV100-024-weak_coverage_short_fragment:1-622,ADV100-024-weak_coverage_short_fragment,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,c93d93b95fdbc4fc626f42fd1e4a97cbec56f1c1ae5b1f58b5a1e680ba00c044
segment:ADV100-025-weak_coverage_short_fragment:1-622,ADV100-025-weak_coverage_short_fragment,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,a407222ef2153437d28d29a1ef81dd03d49d0d877ada49608f5ad16187232e9a
segment:ADV100-026-weak_coverage_short_fragment:1-622,ADV100-026-weak_coverage_short_fragment,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,b4108674f4a0c02129ae755754b9db2d8c32205ebc47e1aa4dc7d9cc5a26561c
segment:ADV100-027-weak_coverage_short_fragment:1-622,ADV100-027-weak_coverage_short_fragment,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,f16f3536b2b319ed34a4f6eeeb81e56f2348d0dcacadfde0423b8dcef3981796
segment:ADV100-028-weak_coverage_short_fragment:1-622,ADV100-028-weak_coverage_short_fragment,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,657dde8320469a8374cd2de1e3c344bc72ce95c9e300479dcef048ea4dc83898
segment:ADV100-029-weak_coverage_short_fragment:1-622,ADV100-029-weak_coverage_short_fragment,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,b6fe21ca0393117c222667eb2105e55f7055d0da10b16b41e0e8d47e92ff8197
segment:ADV100-030-weak_coverage_short_fragment:1-622,ADV100-030-weak_coverage_short_fragment,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,000a25a8e604d5f6f2b46776439d475ea7e336361d21439b222bd2563227a895
segment:ADV100-031-no_match_novel_lineage:1-622,ADV100-031-no_match_novel_lineage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,f79ce0193a7bacd690660adf3cb22b9455792dc9649e34c61c62097d05eb7ab6
segment:ADV100-032-no_match_novel_lineage:1-622,ADV100-032-no_match_novel_lineage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,c80fd3f9c383891ae49fae2f882285239973d36df49c5c0b34b8d834ddaab90f
segment:ADV100-033-no_match_novel_lineage:1-622,ADV100-033-no_match_novel_lineage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,c8bf9f470a4301cfb5b50d994ddd57d5db6d2e182a38292b51edafef5cf883d8
segment:ADV100-034-no_match_novel_lineage:1-622,ADV100-034-no_match_novel_lineage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,c2c6e8fa37066515b922da7e6226d4437e8a3147959dc8ceffc5368329c2ad50
segment:ADV100-035-no_match_novel_lineage:1-622,ADV100-035-no_match_novel_lineage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,ecc7c49e1ecc0a68db1d1c15fb6a59e5848f9246e9a27ff2af820fa47a89873c
segment:ADV100-036-no_match_novel_lineage:1-622,ADV100-036-no_match_novel_lineage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,470e69b0f0c8a232d1869b958932afb92939622d77540eac931a801bbfadebf6
segment:ADV100-037-no_match_novel_lineage:1-622,ADV100-037-no_match_novel_lineage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,e4f2e3a16c5edf0d7f91e812571d2018d428d0f1f14e8aeb292f742afde768e5
segment:ADV100-038-no_match_novel_lineage:1-622,ADV100-038-no_match_novel_lineage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,f14185a0a1910191134f74dd1b4e7927a7a3b38f262c2869404ce8a1554784ae
segment:ADV100-039-no_match_novel_lineage:1-622,ADV100-039-no_match_novel_lineage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,ac0e2bf0719e1bc80076a134cfed9d9e146d35fa8aa951ab5e4a0234805c2352
segment:ADV100-040-no_match_novel_lineage:1-622,ADV100-040-no_match_novel_lineage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,102c986b7fc92765f164ae123e662d3a16609315a89917a6c87d85be8ced187c
segment:ADV100-041-metadata_blocked_taxonomy_safe:1-622,ADV100-041-metadata_blocked_taxonomy_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,cada716b99af39ad8156944ce6c850c45758b76efaf93d9206898cd2f7b26f66
segment:ADV100-042-metadata_blocked_taxonomy_safe:1-622,ADV100-042-metadata_blocked_taxonomy_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,3d66ca4d31196a4578a6dd6580b21b0ffd5ecfcb36a199ca54a9cd37a8ebfbec
segment:ADV100-043-metadata_blocked_taxonomy_safe:1-622,ADV100-043-metadata_blocked_taxonomy_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,f419ddc3915926ececfd9aac943ac46b8559a89157b7a67a829b16e02e173fb0
segment:ADV100-044-metadata_blocked_taxonomy_safe:1-622,ADV100-044-metadata_blocked_taxonomy_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,edb6588a4b16ae21459f0f69744edb4ab249c5a0771fd9b27f62fda7036cc7f3
segment:ADV100-045-metadata_blocked_taxonomy_safe:1-622,ADV100-045-metadata_blocked_taxonomy_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,7381a5daf8357e25321a8b939d8f62d23dfd3f5a26c765b148e776ed7832c7aa
segment:ADV100-046-metadata_blocked_taxonomy_safe:1-622,ADV100-046-metadata_blocked_taxonomy_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,53b8512bc7d48dba70ee5b6637dbe0cb8bcf4a7426d101a2b1c09b10b7fdb8b6
segment:ADV100-047-metadata_blocked_taxonomy_safe:1-622,ADV100-047-metadata_blocked_taxonomy_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,a1fd3e132a6d15e39623dc0f3acfe8b6b8c911d343f9c85e21933d7017310748
segment:ADV100-048-metadata_blocked_taxonomy_safe:1-622,ADV100-048-metadata_blocked_taxonomy_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,7a7de7ee491f28560a2be32bb4701a4d3b55ee34b57202121514ea49e4171556
segment:ADV100-049-metadata_blocked_taxonomy_safe:1-622,ADV100-049-metadata_blocked_taxonomy_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,20c33f81be3d905f41acdac26ba077ee12c9e6af9ad3cbb8fd611452150aba98
segment:ADV100-050-metadata_blocked_taxonomy_safe:1-622,ADV100-050-metadata_blocked_taxonomy_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,66db24d506a1ca7cebb25fd15b4c0b183ff344726b19a4a856175ee11be729ef
segment:ADV100-051-assay_control_failure:1-622,ADV100-051-assay_control_failure,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,6e32499bd4e28407e6253be2431bc1f4e275446bac3f37441046ef86b7abbd60
segment:ADV100-052-assay_control_failure:1-622,ADV100-052-assay_control_failure,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,a4d8d8d3ef9f189884865c8e0c661f96dd0c801d0e8e307d01f7ea37c3d831cd
segment:ADV100-053-assay_control_failure:1-622,ADV100-053-assay_control_failure,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,b3f1f64b9802eb979cef042d57f4336e2249e445f2025e78b82e212512272085
segment:ADV100-054-assay_control_failure:1-622,ADV100-054-assay_control_failure,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,05ae04171f54fc5d9deb8dbbbc1978f2f431066362aee9451026adad34e0d8ae
segment:ADV100-055-assay_control_failure:1-622,ADV100-055-assay_control_failure,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,22def63157b3689c21547c00d2689760fb851b3ea64a61172517d6a24a20d11e
segment:ADV100-056-assay_control_failure:1-622,ADV100-056-assay_control_failure,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,fcf3d72d4d6f153d747581a32060ae0660270ea94914cbbfd2cca78c1e785e91
segment:ADV100-057-assay_control_failure:1-622,ADV100-057-assay_control_failure,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,923c26037cc6bfcc680c0a6a87a6fc4fb797711fa285f2904dd9a4aba5a505b3
segment:ADV100-058-assay_control_failure:1-622,ADV100-058-assay_control_failure,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,bedfe23aa844199dc68638bbf5bb0265530e9621b357992ed5ced49e5ac820bd
segment:ADV100-059-assay_control_failure:1-622,ADV100-059-assay_control_failure,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,3429b10feba00fd210f80c65c8793b4ef0245df94c55671e9530cc2d6a47526a
segment:ADV100-060-assay_control_failure:1-622,ADV100-060-assay_control_failure,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,137773ac686914335adbe9b73b52b403277e16f37c6742afeaa8db73c0359f74
segment:ADV100-061-wrong_taxonomy_name_conflict:1-622,ADV100-061-wrong_taxonomy_name_conflict,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,3693af38d0af62bbae723f04fcdd2d7d53065eb8e6b2a52a69e64ee41ada4385
segment:ADV100-062-wrong_taxonomy_name_conflict:1-622,ADV100-062-wrong_taxonomy_name_conflict,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,408bb3beb4a53045218802b47451e37049b7b58c4804e011c323facecbc39911
segment:ADV100-063-wrong_taxonomy_name_conflict:1-622,ADV100-063-wrong_taxonomy_name_conflict,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,c47bcb8e293b86b0db4f31527db86da14ebbafc51fb9bac51fee1ae99d1e12f1
segment:ADV100-064-wrong_taxonomy_name_conflict:1-622,ADV100-064-wrong_taxonomy_name_conflict,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,8067b0029095ee9c9ba9458378a7d822dc7c04eca19f91fdfd0e5f176df5863d
segment:ADV100-065-wrong_taxonomy_name_conflict:1-622,ADV100-065-wrong_taxonomy_name_conflict,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,9be093ccfb7f72e0313de19f7267dec4947f7bf555893315108a0a19dd0c5c9a
segment:ADV100-066-wrong_taxonomy_name_conflict:1-622,ADV100-066-wrong_taxonomy_name_conflict,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,03b8c07cbe5c7ecbc96e1c75ae4f224218a8cbdd5ec8ff409e287fdfdeedeb5d
segment:ADV100-067-wrong_taxonomy_name_conflict:1-622,ADV100-067-wrong_taxonomy_name_conflict,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,742293758ef556a9716f7ddc48ced2d81300c0ed41836cbc81bb0f8c235f0b6f
segment:ADV100-068-wrong_taxonomy_name_conflict:1-622,ADV100-068-wrong_taxonomy_name_conflict,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,03b8082dca8becabc243a733d5707295e5098de5d0d58b0b0e50eedd9ef24a13
segment:ADV100-069-wrong_taxonomy_name_conflict:1-622,ADV100-069-wrong_taxonomy_name_conflict,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,233fbfc220d361edc7d3c30346286592c7fbd29a02227cc7643ec6f769fd34a4
segment:ADV100-070-wrong_taxonomy_name_conflict:1-622,ADV100-070-wrong_taxonomy_name_conflict,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,667c87a244a94d9950207ce5e7e3f4bf55ec40e2d26e7b11218ba8f117be5dcc
segment:ADV100-071-genome_segment_non_barcode_marker:1-622,ADV100-071-genome_segment_non_barcode_marker,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,6df3972b9f709874c0d910a5a5ecd600a7337b2869887413720d5f1bfa8faa58
segment:ADV100-072-genome_segment_non_barcode_marker:1-622,ADV100-072-genome_segment_non_barcode_marker,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,b93deabb3c81dc5e62ac3b965fcaa9d4b2d93840812802901853b81f1835d75b
segment:ADV100-073-genome_segment_non_barcode_marker:1-622,ADV100-073-genome_segment_non_barcode_marker,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,41f7abc70d7ba609217efcb2c59db92978aaab7b689c10833dc324b3584c2c4b
segment:ADV100-074-genome_segment_non_barcode_marker:1-622,ADV100-074-genome_segment_non_barcode_marker,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,1792d61d1a9cab6b120771faa9e7fb0559c0c8965c92489aa7c209f0fd7de7df
