vseaID,runID,sequenceID,segmentID,segmentHash,relationType,targetID,targetLabel,safeRank,decisionClass,publicationBucket,exportState,claimState,evidenceType,sourceID,claimBoundary,caveats,blockers,rulesetVersion,provenanceHash
vsea:ADV100-011-close_sibling_ambiguity:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-011-close_sibling_ambiguity,segment:ADV100-011-close_sibling_ambiguity:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,2122319ef727fe014cc392b978f4f306e310d932ab2a6fbc65594ead0013c38d
vsea:ADV100-012-close_sibling_ambiguity:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-012-close_sibling_ambiguity,segment:ADV100-012-close_sibling_ambiguity:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,4acafe384b3c24a3d5b6ff1dba2e9f65b9c1a5468abdcac1c4a6dbbbbb71c69e
vsea:ADV100-013-close_sibling_ambiguity:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-013-close_sibling_ambiguity,segment:ADV100-013-close_sibling_ambiguity:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,ecadcf06829bcf4e71b42d4f38b81d00d5f8ebbd1f9e331b9a4b728fea67d7b3
vsea:ADV100-014-close_sibling_ambiguity:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-014-close_sibling_ambiguity,segment:ADV100-014-close_sibling_ambiguity:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,1ef062cbacd6fd334179e2938d9bceb0b2e476953f721b0e6c71b5c09b3935b8
vsea:ADV100-015-close_sibling_ambiguity:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-015-close_sibling_ambiguity,segment:ADV100-015-close_sibling_ambiguity:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,2dc399f67d69f74843198fb2db82549980e09fa5c021480f54665bd899d6ffa8
vsea:ADV100-016-close_sibling_ambiguity:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-016-close_sibling_ambiguity,segment:ADV100-016-close_sibling_ambiguity:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,5e81ce27e3e3eff712b8c5dd69be688f773811bc0df3de6d98854a5366e889c1
vsea:ADV100-017-close_sibling_ambiguity:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-017-close_sibling_ambiguity,segment:ADV100-017-close_sibling_ambiguity:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,342196b33f68ef9fdd260c9a41caddb39a04f4d868f31cdb170523a0cf910ac6
vsea:ADV100-018-close_sibling_ambiguity:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-018-close_sibling_ambiguity,segment:ADV100-018-close_sibling_ambiguity:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,957b446371f46f07916f7c43170364190fec908ceb628dc49c155332e95491b1
vsea:ADV100-019-close_sibling_ambiguity:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-019-close_sibling_ambiguity,segment:ADV100-019-close_sibling_ambiguity:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,7f8bcc7b19d8c24001b8e76f85c2f211480de58b81577c6c75d48fe754b8a86c
vsea:ADV100-020-close_sibling_ambiguity:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-020-close_sibling_ambiguity,segment:ADV100-020-close_sibling_ambiguity:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,5aea68b20d9919c94cdae1580bdc41c2a6a4148783b3294e87e2c35d11004144
vsea:ADV100-021-weak_coverage_short_fragment:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-021-weak_coverage_short_fragment,segment:ADV100-021-weak_coverage_short_fragment:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,weak,repair_required,review_only,weak_hypothesis,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%; species claim blocked: query coverage < 80%,barcode-gbif-compiler-v2,ed27f9ade7ca91b99fd611ba56626cc27ae5c96d66be5084c05970441dcdffd8
vsea:ADV100-022-weak_coverage_short_fragment:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-022-weak_coverage_short_fragment,segment:ADV100-022-weak_coverage_short_fragment:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,weak,repair_required,review_only,weak_hypothesis,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%; species claim blocked: query coverage < 80%,barcode-gbif-compiler-v2,40e55c95e07d87adb98be69b8634fa594f186461e56936eb424c2899e11f0cb9
vsea:ADV100-023-weak_coverage_short_fragment:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-023-weak_coverage_short_fragment,segment:ADV100-023-weak_coverage_short_fragment:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,weak,repair_required,review_only,weak_hypothesis,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%; species claim blocked: query coverage < 80%,barcode-gbif-compiler-v2,460b398c4dbb2fee2ea9a1478a162349f1357b55c173077d0ad1988ed6049a3d
vsea:ADV100-024-weak_coverage_short_fragment:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-024-weak_coverage_short_fragment,segment:ADV100-024-weak_coverage_short_fragment:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,weak,repair_required,review_only,weak_hypothesis,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%; species claim blocked: query coverage < 80%,barcode-gbif-compiler-v2,4bc2df80924e52af0da87dab9106dce36da1a757599a15c4cbc94f14243748d4
vsea:ADV100-025-weak_coverage_short_fragment:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-025-weak_coverage_short_fragment,segment:ADV100-025-weak_coverage_short_fragment:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,weak,repair_required,review_only,weak_hypothesis,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%; species claim blocked: query coverage < 80%,barcode-gbif-compiler-v2,02b4100d410a70a11d0a4f58277011977885cf1e315102f1ceb7476c86944b96
vsea:ADV100-026-weak_coverage_short_fragment:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-026-weak_coverage_short_fragment,segment:ADV100-026-weak_coverage_short_fragment:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,weak,repair_required,review_only,weak_hypothesis,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%; species claim blocked: query coverage < 80%,barcode-gbif-compiler-v2,7a78d14ffd6d9c725a10f2e9b569e0b7aeed75ba6497f97b581fa64587c5cb8c
vsea:ADV100-027-weak_coverage_short_fragment:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-027-weak_coverage_short_fragment,segment:ADV100-027-weak_coverage_short_fragment:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,weak,repair_required,review_only,weak_hypothesis,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%; species claim blocked: query coverage < 80%,barcode-gbif-compiler-v2,9c0f7d0a2fef7ebdf746cb5e469d283bd6e23534cbed112aa8cf26ba53b33dac
vsea:ADV100-028-weak_coverage_short_fragment:taxon,f02adbce819e40cc8fd7884db97fdb8a,ADV100-028-weak_coverage_short_fragment,segment:ADV100-028-weak_coverage_short_fragment:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,weak,repair_required,review_only,weak_hypothesis,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%; species claim blocked: query coverage < 80%,barcode-gbif-compiler-v2,a20c9cf8fe8158b7a3c50fcf83ee4c0fc8b0c8bdc9e1914f7a9423e40fce5052
