sequenceID,segmentStart,segmentEnd,segmentLength,referenceID,taxon,rank,identityPercent,queryCoveragePercent,alignedLength,safeTaxon,safeRank,claimBoundary
COMP100-012-species_safe,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-012-species_safe,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-013-species_safe,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-013-species_safe,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-014-species_safe,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-014-species_safe,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-015-species_safe,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-015-species_safe,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-016-species_safe,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-016-species_safe,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-017-species_safe,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-017-species_safe,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-018-species_safe,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-018-species_safe,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-019-species_safe,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-019-species_safe,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-020-species_safe,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-020-species_safe,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-021-species_safe,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-021-species_safe,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-022-species_safe,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-022-species_safe,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-023-species_safe,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-023-species_safe,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-024-species_safe,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-024-species_safe,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-025-species_safe,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-025-species_safe,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,98.2,95.0,658,Aedes albopictus,species,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.
COMP100-026-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-026-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-027-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-027-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-028-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-028-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-029-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-029-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-030-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-030-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-031-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-031-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-032-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-032-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-033-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-033-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-034-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-034-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-035-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-035-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-036-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-036-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-037-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-037-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-038-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-038-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-039-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-039-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-040-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-040-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-041-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-041-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-042-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-042-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-043-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-043-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-044-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-044-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-045-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-045-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-046-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-046-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-047-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-047-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-048-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-048-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-049-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-049-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-050-genus_safe_ambiguous,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.4,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-050-genus_safe_ambiguous,1,622,622,BOLD:Aedes_aegypti,Aedes aegypti,species,99.3,96.0,658,Aedes,genus,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.
COMP100-051-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-052-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-053-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-054-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-055-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-056-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-057-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-058-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-059-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-060-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-061-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-062-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-063-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-064-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-065-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-066-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-067-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-068-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-069-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-070-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-071-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-072-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-073-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-074-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-075-weak_coverage,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.5,72.0,658,Aedes albopictus,species,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim."
COMP100-076-metadata_blocked,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
COMP100-077-metadata_blocked,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
COMP100-078-metadata_blocked,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
COMP100-079-metadata_blocked,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
COMP100-080-metadata_blocked,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
COMP100-081-metadata_blocked,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
COMP100-082-metadata_blocked,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
COMP100-083-metadata_blocked,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
COMP100-084-metadata_blocked,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
COMP100-085-metadata_blocked,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
COMP100-086-metadata_blocked,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
COMP100-087-metadata_blocked,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
COMP100-088-metadata_blocked,1,622,622,BOLD:Aedes_albopictus,Aedes albopictus,species,99.6,96.0,658,Aedes albopictus,species,Review-only candidate at species rank: Aedes albopictus.
