vseaID,runID,sequenceID,segmentID,segmentHash,relationType,targetID,targetLabel,safeRank,decisionClass,publicationBucket,exportState,claimState,evidenceType,sourceID,claimBoundary,caveats,blockers,rulesetVersion,provenanceHash
vsea:COMP100-011-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-011-species_safe,segment:COMP100-011-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,1bfeb80048ba96e737f38631b6d6ff754bfecfdda3ad47a910129f0c7758ceb4
vsea:COMP100-012-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-012-species_safe,segment:COMP100-012-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,671186a9bc20d8a8696376385a8fe9c17e069026382ff6cb390e4cc644c543f4
vsea:COMP100-013-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-013-species_safe,segment:COMP100-013-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,37416a35d0b26ff3f0a53c7b49102ab95c9b4e2ca59796ab07bc542c0b3b2834
vsea:COMP100-014-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-014-species_safe,segment:COMP100-014-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,ddc98394a153d67dfa623adcb5d40ec75614927df17ba6a288fc459360b9e9ac
vsea:COMP100-015-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-015-species_safe,segment:COMP100-015-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,2dab390175c8a502f5d9152f10264dd0aaba630f58fff0ff2930e395d2e4ecae
vsea:COMP100-016-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-016-species_safe,segment:COMP100-016-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,d015869de49093a3c0b1cde83205315b449f9874c1d7a450904989ad208db3a6
vsea:COMP100-017-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-017-species_safe,segment:COMP100-017-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,8bfb4b2fa567f56d9f742f66ffc79a7bdf60d79199ae58143a0dae4adc0f3c8b
vsea:COMP100-018-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-018-species_safe,segment:COMP100-018-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,661f88a185142bf824f9711855b3b8e4b50f6ca3856bbb50242a81ba09184efc
vsea:COMP100-019-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-019-species_safe,segment:COMP100-019-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,ca419ec4b36ca32afed8569db98ee246dc01ef4c4c9bd8f9d562effe93ac9338
vsea:COMP100-020-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-020-species_safe,segment:COMP100-020-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,a2ecb3754db495b6d746064754ee097ea644a2dca716d7082a78f029d624101b
vsea:COMP100-021-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-021-species_safe,segment:COMP100-021-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,279dbf9d3e16fa7e91a5ac642423b81082ff50fcf4c21cf8976aaa1d296f81c2
vsea:COMP100-022-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-022-species_safe,segment:COMP100-022-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,0260f309e5d5e957bcff5d285409fd683bf70381a50f079f58f3139af5854aa1
vsea:COMP100-023-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-023-species_safe,segment:COMP100-023-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,37e532996a2aa925f7fa40d6a1407e4ce575513c563fc36eb8ca388b23eac439
vsea:COMP100-024-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-024-species_safe,segment:COMP100-024-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,69fb6fdba5579bd475d19d5217dee50ffc60513b392fe27224e520583197f1b8
vsea:COMP100-025-species_safe:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-025-species_safe,segment:COMP100-025-species_safe:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:species:Aedes albopictus,Aedes albopictus,species,species-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Species-level molecular assignment candidate for Aedes albopictus within the supplied reference context.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",,barcode-gbif-compiler-v2,36cf8280b1aa7deba04269359587022d478178384c7fa5d863ff50f1a924ac09
vsea:COMP100-026-genus_safe_ambiguous:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-026-genus_safe_ambiguous,segment:COMP100-026-genus_safe_ambiguous:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,d5dce2c45cfcacbf121bb1596e09d0720e2ea8fbdea750a87dc3b4886add1a35
vsea:COMP100-027-genus_safe_ambiguous:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-027-genus_safe_ambiguous,segment:COMP100-027-genus_safe_ambiguous:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,48b3538cadbc5526ef367379a83c62d10935bbb57dc0ce7ff533f1a7b45bf803
vsea:COMP100-028-genus_safe_ambiguous:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-028-genus_safe_ambiguous,segment:COMP100-028-genus_safe_ambiguous:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,29c263be2dcff3ad78552d320e6e02f04c1b606bcd144d90772fc282ac3e29cd
vsea:COMP100-029-genus_safe_ambiguous:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-029-genus_safe_ambiguous,segment:COMP100-029-genus_safe_ambiguous:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,ed2b6e15b988a145176bb70605b985e4bc3dd7d03c9491e02dfe22ec1b6fe1d8
vsea:COMP100-030-genus_safe_ambiguous:taxon,cc3a9564cc8e433b8a22ba1d1fb63d77,COMP100-030-genus_safe_ambiguous,segment:COMP100-030-genus_safe_ambiguous:1-622,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,SUPPORTS_TAXON,taxon:genus:Aedes,Aedes,genus,genus-safe,publishable_candidate,dwc_template_ready,taxon_supported,molecular_barcode_hard_gates,reference_manifest:13a1f3c48dd73c86868583ef06b524ff51abc2dc63065ec6e61bb2ab0e99eb7b,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,"absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review",species claim blocked: statistically indistinguishable competitors collapse the safe rank to genus,barcode-gbif-compiler-v2,426c7326c0e7539bb5089e35bbdba4fc3a67cb48ee56cfb5bf931069b3175be2
