segmentID,sequenceID,segmentStart,segmentEnd,segmentLength,canonicalPolicy,segmentHash,sequenceMD5,rulesetVersion,coordinateStatus,provenanceHash
segment:COMP100-011-species_safe:1-622,COMP100-011-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,bfd131b675d9d812c3479edd25e3646372a452432ebffe0518e747f35f8a4ea5
segment:COMP100-012-species_safe:1-622,COMP100-012-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,11a05a4880dd505c79be1ae297e43bf1ef5e62399b68c0d7d0290a1397a26a93
segment:COMP100-013-species_safe:1-622,COMP100-013-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,9858f2dca3b7d915cf093cc01a02885b1450a25eaa037a6bf231587b97e0a6ae
segment:COMP100-014-species_safe:1-622,COMP100-014-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,e1c9ed465485c3e63333934bd9f0cd29a2c3488fcbda0a3d77fbe0cdd6725608
segment:COMP100-015-species_safe:1-622,COMP100-015-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,6798c8625a442ba49565c6e125c88ea8e2cca2501ce2b2968b01664d4ea55e43
segment:COMP100-016-species_safe:1-622,COMP100-016-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,7da639356f2dfe2bfeff572b95e69972f630b547cf1cd15d2014161590f002a8
segment:COMP100-017-species_safe:1-622,COMP100-017-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,7fd00b1d64e79f35d8ddcfd86f6379dad8c904e7dedba4a8659fcfb2e9d3123c
segment:COMP100-018-species_safe:1-622,COMP100-018-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,7bca489ce6313bd865dc863b16aed05d3d627175a19d6f11425329430a04ae03
segment:COMP100-019-species_safe:1-622,COMP100-019-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,54b9babb1c65df41d1dcbaf20b92fcda961893f61ca659fcb68bd525ab13ffde
segment:COMP100-020-species_safe:1-622,COMP100-020-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,9994c316170906f292a22a1b22ca56b917b2fcfdb7a4f11a1f13b57afd3a682a
segment:COMP100-021-species_safe:1-622,COMP100-021-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,8e6417c4396d21a98e1c40afb9bac6dbdec08d30b7e6171ec1a8b37a3d13da27
segment:COMP100-022-species_safe:1-622,COMP100-022-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,eb3107cf5aeaf84369dc26ad19c66318692e74d7bf7616a1100c60843c0b6635
segment:COMP100-023-species_safe:1-622,COMP100-023-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,20e3f31d0de37ad3cf4284386086ce8f6e8d978bfa386cdb0962db0712e99458
segment:COMP100-024-species_safe:1-622,COMP100-024-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,d896bd1ead525d634149dc8a1931c8d38f1eacd1a9d5644a19deb933994dee5d
segment:COMP100-025-species_safe:1-622,COMP100-025-species_safe,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,78a29a46afe02a76cc10c374179cc69a92a50157ba2f7bf523427a16118ef385
segment:COMP100-026-genus_safe_ambiguous:1-622,COMP100-026-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,9c119e3858471bb62e597f4fd6a6559b1131776959b04816ca5e2e8e47287088
segment:COMP100-027-genus_safe_ambiguous:1-622,COMP100-027-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,c6e5500e6b240dedeb894b446a38adef753040e249b4e04b9a0cb9636a341b51
segment:COMP100-028-genus_safe_ambiguous:1-622,COMP100-028-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,dfe87f1dae36c16bd1c8d058dd265e6605863cf8a3d406396ad01fe6d229aca6
segment:COMP100-029-genus_safe_ambiguous:1-622,COMP100-029-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,b809a2ca0768051726884246505d0094c3d21344af7ecb27f65c89939cd1404e
segment:COMP100-030-genus_safe_ambiguous:1-622,COMP100-030-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,b1e349f643f86ce059b157eb1be6cbfe5d75752eac60f71ed0e9c32c4f638712
segment:COMP100-031-genus_safe_ambiguous:1-622,COMP100-031-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,876747d55dba58ceb8e369f7ae15babeec3b2aa36ece2282da85d3dbbc2dfe00
segment:COMP100-032-genus_safe_ambiguous:1-622,COMP100-032-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,cb7bae92cd42fa39650d42c09d6c2d046c8547aa6bdefc99b4c7a2575f797b80
segment:COMP100-033-genus_safe_ambiguous:1-622,COMP100-033-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,670bdcbfbe8a57ff215bb5f28e351ca0218fc9f82ab26c56b108319c7a3d70cd
segment:COMP100-034-genus_safe_ambiguous:1-622,COMP100-034-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,ccc200b9e4008b2c02bf65ca343d5f66323c2e45a1d5193e279447d6ee409867
segment:COMP100-035-genus_safe_ambiguous:1-622,COMP100-035-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,b27165c9a96a841a23c1e221f553e8a55d18370b6385ee7a9b1f525a0a6121e9
segment:COMP100-036-genus_safe_ambiguous:1-622,COMP100-036-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,e9aba2baf74b0a9aaca5d026174d8ff50f1c414cd88dcf5d0c73316fb9297c0c
segment:COMP100-037-genus_safe_ambiguous:1-622,COMP100-037-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,7fea7b3dbcd15c3c39dd05e80cb73f7c02a46018c359fbd0349530b15bb9fcb1
segment:COMP100-038-genus_safe_ambiguous:1-622,COMP100-038-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,0f00079084034341d670282fd4056e408a454b81a27becd2d61b8f579a1acac1
segment:COMP100-039-genus_safe_ambiguous:1-622,COMP100-039-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,05c681bf4b2573f88b796b0e461ef7250342478b6634d63ed00826f3b6b0b3ea
segment:COMP100-040-genus_safe_ambiguous:1-622,COMP100-040-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,b66173549f661146fdaeccadafe46f84642cc9a5fe7adcd3586a124f594a217c
segment:COMP100-041-genus_safe_ambiguous:1-622,COMP100-041-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,4a101383a221454d049a86a7e40594308d78484993fdec206f2783e0f86184ec
segment:COMP100-042-genus_safe_ambiguous:1-622,COMP100-042-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,68f733cbd09af30129fdfb4fe25d21844f6b8d58180bf77309e9b2769cf2674a
segment:COMP100-043-genus_safe_ambiguous:1-622,COMP100-043-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,18e2656eb04fc5b7398e763a59a59afe3b5ad44eee5133b5aebdb4b13aa00d3c
segment:COMP100-044-genus_safe_ambiguous:1-622,COMP100-044-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,bd2c67d9c582a3d18bfcc44777bcdbd8d3d267ec6cc8478b1ea1265559a7e736
segment:COMP100-045-genus_safe_ambiguous:1-622,COMP100-045-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,2386d95dc7ef2d46cdaa96730ae33befb173cc63ac987c3894c376802db21415
segment:COMP100-046-genus_safe_ambiguous:1-622,COMP100-046-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,6ebf552a1e450ecda9b43cbe38e8fc3f01af816aa97134f7358302531f95c97d
segment:COMP100-047-genus_safe_ambiguous:1-622,COMP100-047-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,a4100c7ed06c4c308145e71551d92478bf6b67af065b5a6761513df48541f4aa
segment:COMP100-048-genus_safe_ambiguous:1-622,COMP100-048-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,d11f3dbb4365729fc72f4ba20518d59450e3b0eeeb63b9459bbbe28110a062b9
segment:COMP100-049-genus_safe_ambiguous:1-622,COMP100-049-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,dc74f33a1e2301d3d02537a42ad3f972050fc49e83af0da0a0c7f6b9ce950779
segment:COMP100-050-genus_safe_ambiguous:1-622,COMP100-050-genus_safe_ambiguous,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,ead127f1cccde5e1e1c4d0e3027fe99c8a4cc36bf90518efedd9842e333e924a
segment:COMP100-051-weak_coverage:1-622,COMP100-051-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,3b6fc3a52e4710921616d1ce88fb17b9a8ed3546cd05a4ac35c10c26a3dcb304
segment:COMP100-052-weak_coverage:1-622,COMP100-052-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,70e709b9b4e4feb73e69cd08a5f36a64135778da5ee156025abd4b451f5d0678
segment:COMP100-053-weak_coverage:1-622,COMP100-053-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,3f247f0186d888c1c51228c45bd2c124fa912ac9e08386115d6b99b06dbd7fef
segment:COMP100-054-weak_coverage:1-622,COMP100-054-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,d74f0dd7888d5c653912660d5c2c1b26c10e236613a77611fd8f5c3e8d94f2ce
segment:COMP100-055-weak_coverage:1-622,COMP100-055-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,4946822c8318d651889a8dfb0d2efe5f3d291989c88432602625ddc00b0b06c9
segment:COMP100-056-weak_coverage:1-622,COMP100-056-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,4c5b9805f8af722be3e180812af20f02a2c7713a49e8230d7bd3a10318b7e8d0
segment:COMP100-057-weak_coverage:1-622,COMP100-057-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,6f5534941b0860264cff003718cc54290737d5d4fd29b587441a45e00a16cc75
segment:COMP100-058-weak_coverage:1-622,COMP100-058-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,a5b3c24e0c37d5551d44be4e9d94bfc9f4f30ff7ebd16048dc7e47c5273825c4
segment:COMP100-059-weak_coverage:1-622,COMP100-059-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,ed7c214076d6a2abe0d73857bca68a66ab23e2a19aaf3323dd3114212f66a4b6
segment:COMP100-060-weak_coverage:1-622,COMP100-060-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,37f88fac8f7c9308a14f8386cddb6748901f329e9898be1601a38f179171af5c
segment:COMP100-061-weak_coverage:1-622,COMP100-061-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,92400f52e199c271a68de8d94eabbb381e8366a39dd376b249449f8b17032b8b
segment:COMP100-062-weak_coverage:1-622,COMP100-062-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,8c026edbd4d17b29d7b74f540d76d01332870d7200e41c7dbe131ec3a5a6d429
segment:COMP100-063-weak_coverage:1-622,COMP100-063-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,01c06c8ff469b356312a3840eb6641fbcd2141eec30f780b9dea66172f9a94df
segment:COMP100-064-weak_coverage:1-622,COMP100-064-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,b0a318e8433c9514f354d393f9d44b5a0fc2b5cddb87876f1633d918b8d8d1c8
segment:COMP100-065-weak_coverage:1-622,COMP100-065-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,6695aaba72f8fccd9cac63f0b243b6be96c904cb2234db6b652ec0d7c32e02b7
segment:COMP100-066-weak_coverage:1-622,COMP100-066-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,5c6eef4840676c259b2b2b3abdec8cb4b5906e7affdd04e259e5c26061268c94
segment:COMP100-067-weak_coverage:1-622,COMP100-067-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,621a29d82fce8cf292cb609027f1c68fd4f67c8dda58c06840eedef0cb503432
segment:COMP100-068-weak_coverage:1-622,COMP100-068-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,5203b2c038bf875fbe4ec3419657344d4c29bb6e7c1e20270bebaa4fe00171c5
segment:COMP100-069-weak_coverage:1-622,COMP100-069-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,57e7a4391db8980c5dc12764b251d2874c457230698013e94203bf3cfb1b2a1d
segment:COMP100-070-weak_coverage:1-622,COMP100-070-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,3ef6949eefc9019cc3075a9097fc958b6492f39a0ab70a51f0a598d8014e1bec
segment:COMP100-071-weak_coverage:1-622,COMP100-071-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,460caa0ab3c5efff5d694c8b4a76fa46e43d440550c0eb72e6fa57fd6ab46acf
segment:COMP100-072-weak_coverage:1-622,COMP100-072-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,15535f842497853a724d34ee55d1b1dfd1101cbbb4eb0e8b95b4d409e01b0353
segment:COMP100-073-weak_coverage:1-622,COMP100-073-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,df320a0ab10cbfa93f64de10f749d90078e28411eaf311f0511516e752c21503
segment:COMP100-074-weak_coverage:1-622,COMP100-074-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,baf88ece5f3efe12ef908a0bedae08f13dc8eaf1f5c73fe594d19e5f6f0aecf1
segment:COMP100-075-weak_coverage:1-622,COMP100-075-weak_coverage,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,88d6f06bf180cef9c0102d002b488592015523163fe643ddee6b4f36b1a77224
segment:COMP100-076-metadata_blocked:1-622,COMP100-076-metadata_blocked,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,3ed8bc25843a5a3ae31dd2ceb516fc9d82267d11bd67e0d742dc5ae4dbdb3c69
segment:COMP100-077-metadata_blocked:1-622,COMP100-077-metadata_blocked,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,229e7e5ccc27de180330b5e61f7103387db2e26b41dfe60387c5a68632b98302
segment:COMP100-078-metadata_blocked:1-622,COMP100-078-metadata_blocked,1,622,622,canonical_min,0cdc7e725c86d815d403725c2565b1b1adcc3ccffc6bd7ed92faabaa85f290b9,5695d927022faccbcccb799d5f7b228b,barcode-gbif-compiler-v2,pass,9e9c87b7d5a9289c6525a3a9bf5452d9c8555cf6b4136df8585740045a46bfc5
