sequenceID,markerProfile,profileLabel,markerFamily,codingMarker,alignedSpan,minAlignedLength,maxAlignedLength,lengthPass,speciesClaimAllowed,speciesGatePass,identitySpeciesMin,coverageSpeciesMin,targetGene,targetSubfragment,profileBlockers,profileWarnings,claimCaveat
COMP100-019-species_safe,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-020-species_safe,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-021-species_safe,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-022-species_safe,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-023-species_safe,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-024-species_safe,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-025-species_safe,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-026-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-027-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-028-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-029-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-030-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-031-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-032-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-033-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-034-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-035-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-036-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-037-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-038-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-039-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-040-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-041-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-042-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-043-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-044-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-045-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-046-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-047-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-048-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-049-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-050-genus_safe_ambiguous,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-051-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-052-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-053-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-054-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-055-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-056-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-057-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-058-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-059-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-060-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-061-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-062-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-063-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-064-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-065-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-066-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-067-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-068-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-069-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-070-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-071-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-072-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-073-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-074-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-075-weak_coverage,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-076-metadata_blocked,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-077-metadata_blocked,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-078-metadata_blocked,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-079-metadata_blocked,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-080-metadata_blocked,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-081-metadata_blocked,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-082-metadata_blocked,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-083-metadata_blocked,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-084-metadata_blocked,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-085-metadata_blocked,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-086-metadata_blocked,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-087-metadata_blocked,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
COMP100-088-metadata_blocked,coi_full_barcode,COI full barcode / COI-5P,COI,True,658,500,800,True,True,True,99.0,80.0,cytochrome c oxidase subunit I,COI-5P barcode region,,input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,"Species claims still require ambiguity/LCA, barcode-gap and diagnostic k-mer gates."
