scenario_id,run_id,gbif_id,datasetKey,datasetTitle,publisher,license,datasetDOI,datasetCitation,datasetHomepage,publishingOrganizationKey,dataset_metadata_source,dataset_metadata_enriched_at,scientificName,acceptedTaxonKey,taxonKey,decimalLatitude,decimalLongitude,eventDate,year,coordinateUncertaintyInMeters,country,countryCode,basisOfRecord,issues
aedes-spain,6f72bace0aa44449822618781482bb21,6321077007,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,43.428569,3.57628,2026-05-17T19:48,2026,31.0,France,FR,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5133233551,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,43.055109,-2.177208,2025-04-11T17:33,2025,69.0,Spain,ES,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5134147372,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,36.418691,-5.154771,2025-04-18T09:39:28,2025,9.0,Spain,ES,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5153025225,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,37.93433,-4.803338,2025-04-27T18:46,2025,8.0,Spain,ES,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5230339627,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,41.492334,1.956911,2025-04-28T11:24:49,2025,619.0,Spain,ES,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5154646327,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,43.851031,4.301107,2025-05-03T17:31:17,2025,74.0,France,FR,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5164092408,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,NABU|naturgucker,naturgucker.de,http://creativecommons.org/licenses/by/4.0/legalcode,10.15468/uc1apo,naturgucker.de. NABU|naturgucker. Occurrence dataset https://doi.org/10.15468/uc1apo accessed via GBIF.org on 2026-05-26.,,bb646dff-a905-4403-a49b-6d378c2cf0d9,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,39.419022,3.274527,2025-05-18T00:00,2025,250.0,Spain,ES,HUMAN_OBSERVATION,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
aedes-spain,6f72bace0aa44449822618781482bb21,5166861344,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,37.202965,-5.999005,2025-05-16T09:20:42,2025,28417.0,Spain,ES,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5166953624,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,43.527404,3.952216,2025-05-08T09:44:54,2025,27474.0,France,FR,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5167183497,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,43.901472,-0.22087,2025-05-18T19:14:18,2025,1.0,France,FR,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5167210948,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,37.140199,-7.706724,2025-05-23T19:29:47,2025,,Portugal,PT,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5167407084,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,37.377555,-5.990837,2025-05-09T13:30:06,2025,28.0,Spain,ES,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5168333850,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,43.554856,1.455685,2025-05-24T15:10,2025,2.0,France,FR,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5171147427,8a863029-f435-446a-821e-275f4f641165,"Observation.org, Nature data from around the World",Observation.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/5nilie,"Observation.org (2026). Observation.org, Nature data from around the World. Occurrence dataset https://doi.org/10.15468/5nilie accessed via GBIF.org on 2026-05-26.",,c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,43.354607,-5.963174,2025-05-29,2025,800.0,Spain,ES,HUMAN_OBSERVATION,
aedes-spain,6f72bace0aa44449822618781482bb21,5177294864,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,44.127931,3.745401,2025-05-30T19:55:39,2025,14.0,France,FR,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5230392701,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,41.429982,2.1646,2025-05-17T09:12:53,2025,7.0,Spain,ES,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5844410957,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,43.638224,3.911609,2025-05-10T12:37,2025,186.0,France,FR,HUMAN_OBSERVATION,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5187731022,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,37.103218,-3.680263,2025-06-06T19:13:03,2025,28447.0,Spain,ES,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5188318883,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,41.397275,2.168733,2025-06-04T15:14:29,2025,18.0,Spain,ES,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5199243675,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,36.679564,-6.132583,2025-06-16T22:10,2025,125.0,Spain,ES,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5206131659,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,43.333441,-1.802856,2025-06-23T09:52,2025,15.0,Spain,ES,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5216323919,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,43.632432,3.856938,2025-06-19T07:35,2025,4.0,France,FR,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
aedes-spain,6f72bace0aa44449822618781482bb21,5216384745,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,iNaturalist.org,http://creativecommons.org/licenses/by-nc/4.0/legalcode,10.15468/ab3s5x,"iNaturalist contributors, iNaturalist (2026). iNaturalist Research-grade Observations. iNaturalist.org. Occurrence dataset https://doi.org/10.15468/ab3s5x accessed via GBIF.org on 2026-05-26.",https://www.inaturalist.org/observations,28eb1a3f-1c15-4a95-931a-4af90ecb574d,gbif_api,2026-05-26T23:01:49.051498+00:00,"Aedes albopictus (Skuse, 1894)",1651430,1651430,41.499703,2.099725,2025-06-03T10:54:15,2025,19.0,Spain,ES,HUMAN_OBSERVATION,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
